,acc_attr_x,acc_attr_y,acc_attr_z,lig_attr_db,mic_attr_db,activity,subject
45,1.5358804,9.4217825,-1.1540052,71.1640382871903,71.1640382871903,climbingdown,8
46,1.5652094,9.483433,-1.0235212,70.8038425825632,70.8038425825632,climbingdown,8
47,1.508347,9.454702,-1.1013328,71.0519252723035,71.0519252723035,climbingdown,8
48,1.447295,9.46009,-1.0708067,72.254095486706,72.254095486706,climbingdown,8
49,1.407192,9.458294,-1.0259154,73.7261659440482,73.7261659440482,climbingdown,8
50,1.389834,9.414599,-1.0462662,72.0836984197841,72.0836984197841,climbingdown,8
51,1.3994108,9.41879,-1.1139023,70.1611529572083,70.1611529572083,climbingdown,8
52,1.4041992,9.432556,-1.067814,72.5021550259604,72.5021550259604,climbingdown,8
53,1.417966,9.432556,-1.2210429,71.6013105558607,71.6013105558607,climbingdown,8
54,1.4550761,9.419388,-1.1779473,70.8231923967338,70.8231923967338,climbingdown,8
55,1.5185224,9.428965,-1.1282675,66.5161530112108,66.5161530112108,climbingdown,8
56,1.543063,9.409213,-1.1623849,61.7473536570512,61.7473536570512,climbingdown,8
57,1.5269021,9.428367,-1.1725603,72.4810320303164,72.4810320303164,climbingdown,8
58,1.5053543,9.45171,-1.1905168,66.6848264645282,66.6848264645282,climbingdown,8
59,1.4766239,9.48044,-1.1905168,70.9830379048752,70.9830379048752,climbingdown,8
60,1.4676456,9.456498,-1.1623849,72.3847029217742,72.3847029217742,climbingdown,8
61,1.4754268,9.4457245,-1.1480197,70.3724922995036,70.3724922995036,climbingdown,8
62,1.4969746,9.439739,-1.1821371,74.147365358499,74.147365358499,climbingdown,8
63,1.4975731,9.418191,-1.1468226,70.3567253461867,70.3567253461867,climbingdown,8
64,1.501763,9.417592,-1.1546037,65.2991529273246,65.2991529273246,climbingdown,8
65,1.520318,9.404425,-1.1408371,70.3759660632429,70.3759660632429,climbingdown,8
66,1.5586253,9.378687,-1.1444284,69.237493480379,69.237493480379,climbingdown,8
67,1.5598224,9.38168,-1.1522095,71.27716460681,71.27716460681,climbingdown,8
68,1.560421,9.366715,-1.2234371,71.3251889496123,71.3251889496123,climbingdown,8
69,1.5652094,9.393052,-1.18094,66.7728010191132,66.7728010191132,climbingdown,8
70,1.5580268,9.440337,-1.1737574,69.1152261599071,69.1152261599071,climbingdown,8
71,1.5747862,9.444528,-1.1797429,71.9494613720227,71.9494613720227,climbingdown,8
72,1.5352819,9.496601,-1.1414356,72.8622738770229,72.8622738770229,climbingdown,8
73,1.54845,9.531317,-1.1599907,63.1803940243101,63.1803940243101,climbingdown,8
74,1.5412674,9.522937,-1.2150574,72.2688889175327,72.2688889175327,climbingdown,8
75,1.5316905,9.396643,-1.2096704,72.4276406395176,72.4276406395176,climbingdown,8
76,1.555034,9.363723,-1.2192472,65.2137537911534,65.2137537911534,climbingdown,8
77,1.5574282,9.302073,-1.1486182,70.2028708473398,70.2028708473398,climbingdown,8
78,1.5807717,9.337985,-1.1659763,70.0746593721373,70.0746593721373,climbingdown,8
79,1.5915456,9.462483,-1.1031284,70.9598250176129,70.9598250176129,climbingdown,8
80,1.496376,9.551667,-1.0486604,68.9460109971303,68.9460109971303,climbingdown,8
81,1.4652514,9.633669,-1.0654198,64.7120745512208,64.7120745512208,climbingdown,8
82,1.4676456,9.5253315,-1.127669,68.6912804342482,68.6912804342482,climbingdown,8
83,1.484405,9.455301,-1.1851299,70.0885469982231,70.0885469982231,climbingdown,8
84,1.5592239,9.416395,-1.1234791,68.4658727450313,68.4658727450313,climbingdown,8
85,1.6783354,9.317635,-1.1246762,69.9813023308356,69.9813023308356,climbingdown,8
86,1.6998832,9.278131,-1.1246762,70.2375340970026,70.2375340970026,climbingdown,8
87,1.6220716,9.299079,-1.0720038,69.7251120694759,69.7251120694759,climbingdown,8
88,1.6190789,9.322423,-1.0767922,66.6427310973732,66.6427310973732,climbingdown,8
89,1.5412674,9.466674,-1.0342951,61.6617695148563,61.6617695148563,climbingdown,8
90,1.4933833,9.597756,-0.86370826,72.2595874630961,72.2595874630961,climbingdown,8
91,1.483208,9.528324,-0.96905315,69.6539086064194,69.6539086064194,climbingdown,8
92,1.4987702,9.4774475,-1.1150994,70.9396015100272,70.9396015100272,climbingdown,8
93,1.5394717,9.4774475,-1.158195,64.4108731830415,64.4108731830415,climbingdown,8
94,1.5933412,9.504382,-1.1623849,72.9509852907676,72.9509852907676,climbingdown,8
95,1.62686,9.47206,-1.234211,73.8693522255271,73.8693522255271,climbingdown,8
96,1.6376339,9.449914,-1.2012907,67.3994384627925,67.3994384627925,climbingdown,8
97,1.6531962,9.41041,-1.0839748,69.4627209902195,69.4627209902195,climbingdown,8
98,1.6980876,9.345168,-1.0354922,71.5254924370136,71.5254924370136,climbingdown,8
99,1.7351977,9.34038,-1.0271125,67.4434521119012,67.4434521119012,climbingdown,8
100,1.7082629,9.35235,-1.0151415,67.6940960063933,67.6940960063933,climbingdown,8
101,1.6112977,9.336788,-0.9828198,73.1598967595786,73.1598967595786,climbingdown,8
102,1.5286977,9.346964,-0.85054016,69.6577955064522,69.6577955064522,climbingdown,8
103,1.5059528,9.460688,-0.7637503,71.2230840247515,71.2230840247515,climbingdown,8
104,1.4652514,9.515156,-0.8631097,71.4090848775228,71.4090848775228,climbingdown,8
105,1.4137762,9.542689,-1.0528502,72.5686888956398,72.5686888956398,climbingdown,8
106,1.4694413,9.573814,-1.3036429,69.2854901853223,69.2854901853223,climbingdown,8
107,1.5077485,9.600749,-1.371279,72.3757929600694,72.3757929600694,climbingdown,8
108,1.6244658,9.566631,-1.3802572,66.9347125230957,66.9347125230957,climbingdown,8
109,2.1110873,9.314043,-1.4550761,74.7844825894754,74.7844825894754,climbingdown,8
110,2.010531,9.27394,-1.3126211,69.2848776981641,69.2848776981641,climbingdown,8
111,1.8920178,9.358934,-1.055843,70.4080357500588,70.4080357500588,climbingdown,8
112,1.6849195,9.416994,-0.76195467,72.8831692764672,72.8831692764672,climbingdown,8
113,1.4191631,9.489418,-0.641646,70.202655980642,70.202655980642,climbingdown,8
114,1.3012487,9.496601,-0.6428431,66.2610586279785,66.2610586279785,climbingdown,8
115,1.3784616,9.463082,-0.9463082,62.6688433014548,62.6688433014548,climbingdown,8
116,1.4664485,9.395446,-1.210269,68.5424560924152,68.5424560924152,climbingdown,8
117,1.5370775,9.34038,-1.4083891,66.7537520642575,66.7537520642575,climbingdown,8
118,1.6101006,9.351153,-1.3946224,67.9245246628545,67.9245246628545,climbingdown,8
119,1.638831,9.357139,-1.2629414,72.3516525098399,72.3516525098399,climbingdown,8
120,1.6310499,9.396045,-1.1378443,71.8255588357007,71.8255588357007,climbingdown,8
121,1.6472107,9.47206,-1.062427,70.1612013858195,70.1612013858195,climbingdown,8
122,1.6651673,9.5253315,-1.0313023,63.1238869916037,63.1238869916037,climbingdown,8
123,1.6717514,9.494206,-1.0324994,72.1769405478582,72.1769405478582,climbingdown,8
124,1.6657659,9.464279,-1.0450691,70.0540320983347,70.0540320983347,climbingdown,8
125,1.6352397,9.40203,-1.0791864,65.9441880765576,65.9441880765576,climbingdown,8
126,1.5891514,9.3822775,-1.1498153,72.8751839625519,72.8751839625519,climbingdown,8
127,1.5699978,9.378687,-1.1510124,66.4135770288472,66.4135770288472,climbingdown,8
128,1.5652094,9.425373,-1.0893618,53.1255133977592,53.1255133977592,climbingdown,8
129,1.5586253,9.466075,-1.0283096,68.0382241096181,68.0382241096181,climbingdown,8
130,1.5885528,9.48463,-0.997185,73.3480960956647,73.3480960956647,climbingdown,8
131,1.567005,9.486425,-1.0336965,66.1646056092927,66.1646056092927,climbingdown,8
132,1.5735891,9.47206,-1.1198878,71.7753031028754,71.7753031028754,climbingdown,8
133,1.5693992,9.445126,-1.1683705,71.7845590387388,71.7845590387388,climbingdown,8
134,1.5897499,9.424775,-1.2150574,66.45395838331,66.45395838331,climbingdown,8
135,1.5867572,9.425373,-1.1833342,66.8137915950345,66.8137915950345,climbingdown,8
136,1.5520413,9.448118,-1.1288661,68.8447502835845,68.8447502835845,climbingdown,8
137,1.5412674,9.449316,-1.0690111,55.937362953906,55.937362953906,climbingdown,8
138,1.5275006,9.466674,-1.0073603,58.230189587403,58.230189587403,climbingdown,8
139,1.5143325,9.481039,-1.0199299,62.4723595513478,62.4723595513478,climbingdown,8
140,1.5376761,9.457097,-1.0253168,71.142522360364,71.142522360364,climbingdown,8
141,1.5526398,9.455899,-1.1091139,71.1388594574788,71.1388594574788,climbingdown,8
142,1.5610195,9.449316,-1.1623849,59.62855214915,59.62855214915,climbingdown,8
143,1.532289,9.457695,-1.1815386,70.4865114786303,70.4865114786303,climbingdown,8
144,1.5286977,9.4696665,-1.1145009,72.3245017525513,72.3245017525513,climbingdown,8
145,1.5215151,9.507974,-1.074398,64.5016011255102,64.5016011255102,climbingdown,8
146,1.5215151,9.498995,-1.0690111,70.7837211575007,70.7837211575007,climbingdown,8
147,1.4939818,9.491813,-1.050456,67.0340362145631,67.0340362145631,climbingdown,8
148,1.5245079,9.491214,-1.0324994,59.8113043743578,59.8113043743578,climbingdown,8
149,1.5448587,9.474455,-1.033098,66.630007143525,66.630007143525,climbingdown,8
150,1.5688007,9.424775,-1.0779893,70.4407584706491,70.4407584706491,climbingdown,8
151,1.5699978,9.399636,-1.127669,73.3072714410517,73.3072714410517,climbingdown,8
152,1.5753847,9.397242,-1.1935096,68.9331451485154,68.9331451485154,climbingdown,8
153,1.5640123,9.399037,-1.1707647,65.2653120347474,65.2653120347474,climbingdown,8
154,1.5412674,9.4062195,-1.1791444,72.1287037195431,72.1287037195431,climbingdown,8
155,1.5179238,9.451111,-1.1204864,66.2608138342387,66.2608138342387,climbingdown,8
156,1.5149311,9.469068,-1.0360907,65.329173303716,65.329173303716,climbingdown,8
157,1.5179238,9.46009,-1.0115502,70.4997148987676,70.4997148987676,climbingdown,8
158,1.5346833,9.43495,-1.0271125,64.0877815571636,64.0877815571636,climbingdown,8
159,1.5592239,9.407417,-1.0833763,67.620905253941,67.620905253941,climbingdown,8
160,1.5915456,9.403826,-1.1348516,60.6612686620526,60.6612686620526,climbingdown,8
161,1.5945383,9.372701,-1.13964,69.0109511259451,69.0109511259451,climbingdown,8
162,1.5837644,9.387066,-1.1474211,67.6584418184042,67.6584418184042,climbingdown,8
163,1.5873557,9.423578,-1.1348516,60.2389422522022,60.2389422522022,climbingdown,8
164,1.5688007,9.448717,-1.1258733,71.6096536674829,71.6096536674829,climbingdown,8
165,1.5705963,9.457695,-1.073201,69.0613083616438,69.0613083616438,climbingdown,8
166,1.5801731,9.484032,-1.06123,65.6507363341093,65.6507363341093,climbingdown,8
167,1.5933412,9.46847,-1.0199299,65.4924987440269,65.4924987440269,climbingdown,8
168,1.5915456,9.446921,-1.0702082,62.7777628322847,62.7777628322847,climbingdown,8
169,1.5915456,9.440337,-1.1372458,73.4213640256783,73.4213640256783,climbingdown,8
170,1.6071079,9.454104,-1.1336545,68.4313765363149,68.4313765363149,climbingdown,8
171,1.6208745,9.43495,-1.1145009,65.2923852521459,65.2923852521459,climbingdown,8
172,1.6130934,9.43495,-1.1384429,71.7865591782377,71.7865591782377,climbingdown,8
173,1.6118963,9.455301,-1.122282,70.2793349845692,70.2793349845692,climbingdown,8
174,1.5927427,9.461287,-1.1031284,65.1916923642163,65.1916923642163,climbingdown,8
175,1.596334,9.470264,-1.0899603,71.0822129157615,71.0822129157615,climbingdown,8
176,1.5951369,9.460688,-1.0702082,70.6735811897405,70.6735811897405,climbingdown,8
177,1.584363,9.449316,-1.0594343,67.8414532955892,67.8414532955892,climbingdown,8
178,1.5885528,9.4457245,-1.0666169,62.2484522673509,62.2484522673509,climbingdown,8
179,1.5945383,9.436746,-1.0702082,71.1020241393215,71.1020241393215,climbingdown,8
180,1.5873557,9.415796,-1.1031284,63.8188424679081,63.8188424679081,climbingdown,8
181,1.5831659,9.399636,-1.0821792,69.9919968743466,69.9919968743466,climbingdown,8
182,1.5640123,9.405622,-1.1013328,64.3189821396978,64.3189821396978,climbingdown,8
183,1.5622166,9.405622,-1.1109096,70.0443948125446,70.0443948125446,climbingdown,8
184,1.5454572,9.417592,-1.0959458,73.3975819479633,73.3975819479633,climbingdown,8
185,1.560421,9.420585,-1.1252748,68.0410885490389,68.0410885490389,climbingdown,8
186,1.590947,9.425972,-1.122282,69.5233763822444,69.5233763822444,climbingdown,8
187,1.5735891,9.413403,-1.1186907,69.8313314272445,69.8313314272445,climbingdown,8
188,1.5837644,9.431359,-1.1174936,65.5652409277565,65.5652409277565,climbingdown,8
189,1.5921441,9.43076,-1.1162965,66.9306657201382,66.9306657201382,climbingdown,8
190,1.6017209,9.417592,-1.1186907,71.7617250507113,71.7617250507113,climbingdown,8
191,1.6112977,9.415796,-1.1420342,65.5509630011393,65.5509630011393,climbingdown,8
192,1.6298528,9.394848,-1.1186907,64.6908482541944,64.6908482541944,climbingdown,8
193,1.6280571,9.4062195,-1.110311,70.4690911390146,70.4690911390146,climbingdown,8
194,1.5951369,9.4295635,-1.0773908,65.5011766726247,65.5011766726247,climbingdown,8
195,1.5771804,9.456498,-1.0845734,71.208615825186,71.208615825186,climbingdown,8
196,1.5490485,9.471462,-1.079785,71.4464545740711,71.4464545740711,climbingdown,8
197,1.5352819,9.495404,-1.0839748,66.7431084139317,66.7431084139317,climbingdown,8
198,1.5352819,9.48882,-1.1162965,63.8717768386428,63.8717768386428,climbingdown,8
199,1.5400703,9.463082,-1.1085154,64.5795718985052,64.5795718985052,climbingdown,8
200,1.5442601,9.4696665,-1.0773908,67.6758395693805,67.6758395693805,climbingdown,8
201,1.5298948,9.456498,-1.0923545,69.4721268229156,69.4721268229156,climbingdown,8
202,1.5400703,9.436148,-1.1534066,73.2726109168768,73.2726109168768,climbingdown,8
203,1.5574282,9.446921,-1.1378443,65.7155385860592,65.7155385860592,climbingdown,8
204,1.5316905,9.449316,-1.1031284,69.7702656536771,69.7702656536771,climbingdown,8
205,1.5215151,9.433155,-1.1055226,72.0210577948633,72.0210577948633,climbingdown,8
206,1.5328877,9.422979,-1.1091139,64.7088527742812,64.7088527742812,climbingdown,8
207,1.5185224,9.439739,-1.1659763,66.252958297836,66.252958297836,climbingdown,8
208,1.5125369,9.47206,-1.1725603,65.4861912802475,65.4861912802475,climbingdown,8
209,1.5460558,9.448717,-1.1414356,66.8703199624841,66.8703199624841,climbingdown,8
210,1.560421,9.420585,-1.1797429,69.2989335091269,69.2989335091269,climbingdown,8
211,1.5664065,9.409213,-1.1976994,64.3953971927466,64.3953971927466,climbingdown,8
212,1.5717934,9.39365,-1.2192472,69.3515317601303,69.3515317601303,climbingdown,8
213,1.5640123,9.411008,-1.1797429,66.2973317982106,66.2973317982106,climbingdown,8
214,1.5149311,9.476251,-1.1456255,72.1586157638351,72.1586157638351,climbingdown,8
215,1.4580688,9.524135,-1.1522095,65.2182203169318,65.2182203169318,climbingdown,8
216,1.4251486,9.543288,-1.0319009,69.5278669924373,69.5278669924373,climbingdown,8
217,1.4143747,9.515755,-1.0259154,72.036280496807,72.036280496807,climbingdown,8
218,1.4568717,9.462483,-1.0187328,68.715869307019,68.715869307019,climbingdown,8
219,1.5047557,9.43914,-1.1671734,70.2519707548907,70.2519707548907,climbingdown,8
220,1.560421,9.420585,-1.2844892,70.4108844465693,70.4108844465693,climbingdown,8
221,1.5855601,9.415198,-1.3694834,72.531602630513,72.531602630513,climbingdown,8
222,1.6130934,9.427768,-1.376666,64.7010581874025,64.7010581874025,climbingdown,8
223,1.6496049,9.390059,-1.3084313,65.1135568327012,65.1135568327012,climbingdown,8
224,1.7262194,9.348759,-1.127669,64.2146717950395,64.2146717950395,climbingdown,8
225,1.4377182,9.459491,-0.9840169,72.7173072101737,72.7173072101737,climbingdown,8
226,1.3569138,9.527127,-0.7649474,67.1310916569002,67.1310916569002,climbingdown,8
227,1.4077905,9.502586,-0.85413146,66.0312149624459,66.0312149624459,climbingdown,8
228,1.4939818,9.466075,-0.9959879,69.2738418361453,69.2738418361453,climbingdown,8
229,1.5286977,9.420585,-1.0402806,67.2022564500879,67.2022564500879,climbingdown,8
230,1.4688427,9.431359,-1.039682,67.2987982779932,67.2987982779932,climbingdown,8
231,1.4682442,9.4217825,-1.0354922,69.0893635304447,69.0893635304447,climbingdown,8
232,1.472434,9.418191,-0.973243,60.0116990990908,60.0116990990908,climbingdown,8
233,1.4939818,9.483433,-1.0468647,70.926484162709,70.926484162709,climbingdown,8
234,1.4652514,9.488221,-1.0390835,64.1195014438885,64.1195014438885,climbingdown,8
235,1.5143325,9.534309,-0.94810385,73.1215811493977,73.1215811493977,climbingdown,8
236,1.6412252,9.397242,-1.062427,70.9582447882174,70.9582447882174,climbingdown,8
237,1.6023195,9.409811,-0.8912416,70.6066061385301,70.6066061385301,climbingdown,8
238,1.4796166,9.448118,-0.76075757,64.2370376462879,64.2370376462879,climbingdown,8
239,1.429937,9.476251,-0.90740246,67.646860465184,67.646860465184,climbingdown,8
240,1.5005659,9.475053,-0.8858546,65.8913240285176,65.8913240285176,climbingdown,8
241,1.5556326,9.484032,-0.91697925,70.8685387696504,70.8685387696504,climbingdown,8
242,1.5556326,9.397242,-0.89303726,70.6258606294716,70.6258606294716,climbingdown,8
243,1.5466543,9.393052,-0.75237787,70.6678796905346,70.6678796905346,climbingdown,8
244,1.5358804,9.411607,-0.6919243,66.8819865949408,66.8819865949408,climbingdown,8
245,1.5005659,9.465476,-0.6985083,73.9675393428426,73.9675393428426,climbingdown,8
246,1.4377182,9.436148,-0.6733692,71.5109783506778,71.5109783506778,climbingdown,8
247,1.423353,9.511565,-0.7032967,67.9126722832886,67.9126722832886,climbingdown,8
248,1.3916297,9.524733,-0.65780693,71.9706495485692,71.9706495485692,climbingdown,8
249,1.412579,9.519346,-0.5081693,63.9595390301112,63.9595390301112,climbingdown,8
250,1.3736732,9.487623,-0.6907272,71.9838733413426,71.9838733413426,climbingdown,8
251,1.4520833,9.397242,-0.6925228,71.1945358029716,71.1945358029716,climbingdown,8
252,1.4131776,9.413403,-0.79966336,67.1882075692288,67.1882075692288,climbingdown,8
253,1.3904326,9.518747,-0.7290344,72.980030321618,72.980030321618,climbingdown,8
254,1.3826514,9.621698,-0.7134721,70.8958526711064,70.8958526711064,climbingdown,8
255,1.435324,9.72824,-0.6123171,62.7967424480117,62.7967424480117,climbingdown,8
256,1.4532804,9.753379,-0.47884035,68.8110980358398,68.8110980358398,climbingdown,8
257,1.4460979,9.632472,-0.5189432,71.4736175115839,71.4736175115839,climbingdown,8
258,1.3964181,9.42238,-0.4321534,59.0322060366266,59.0322060366266,climbingdown,8
259,1.46585,9.2907,-0.51355624,65.2159770928731,65.2159770928731,climbingdown,8
260,1.5460558,9.231443,-0.760159,69.0173235320864,69.0173235320864,climbingdown,8
261,1.6519991,9.303867,-0.92296475,66.7200766863305,66.7200766863305,climbingdown,8
262,1.6358383,9.365519,-0.82719666,72.6078411110321,72.6078411110321,climbingdown,8
263,1.6011224,9.408015,-0.6266823,64.9158604217534,64.9158604217534,climbingdown,8
264,1.5239093,9.53012,-0.66139823,72.9722132169596,72.9722132169596,climbingdown,8
265,1.5783775,9.5798,-0.44891283,70.267706433675,70.267706433675,climbingdown,8
266,1.541866,9.640253,-0.3489549,63.0008465968996,63.0008465968996,climbingdown,8
267,1.4987702,9.709685,-0.29987377,73.2904572373915,73.2904572373915,climbingdown,8
268,1.5448587,9.773131,-0.36870706,72.0307434134178,72.0307434134178,climbingdown,8
269,1.543063,9.868899,-0.3657143,64.6894225108322,64.6894225108322,climbingdown,8
270,1.4413095,9.872491,-0.095768064,69.6142353328482,69.6142353328482,climbingdown,8
271,1.541866,9.807847,0.06703765,72.3377893957533,72.3377893957533,climbingdown,8
272,1.5819688,9.651027,0.23762453,63.989569504574,63.989569504574,climbingdown,8
273,1.6777369,9.5492735,0.6865373,71.9316799976843,71.9316799976843,climbingdown,8
274,1.4269443,9.293094,0.8834604,73.0407825412435,73.0407825412435,climbingdown,8
275,1.3946224,9.416395,2.1649568,70.8266524195056,70.8266524195056,climbingdown,8
276,1.3443443,9.88506,1.2934675,71.0068273578751,71.0068273578751,climbingdown,8
277,1.1881226,9.944317,1.3090298,68.6657894299056,68.6657894299056,climbingdown,8
278,1.0564415,10.005369,1.8555063,68.7908313449302,68.7908313449302,climbingdown,8
279,0.7691373,10.403405,1.982399,71.1719559960525,71.1719559960525,climbingdown,8
280,0.6817489,11.5951185,2.1098902,69.2283929508269,69.2283929508269,climbingdown,8
281,0.78649527,10.495582,0.25258827,70.537476832044,70.537476832044,climbingdown,8
282,0.9516952,9.629479,1.0079589,67.9790784236819,67.9790784236819,climbingdown,8
283,0.6314707,9.236232,1.0360907,69.9771218924471,69.9771218924471,climbingdown,8
284,0.724246,9.066243,0.3812766,72.0029095516569,72.0029095516569,climbingdown,8
285,0.6805518,8.905831,-0.076015905,68.2624581168844,68.2624581168844,climbingdown,8
286,-0.12210429,8.978256,0.87807345,68.997887602817,68.997887602817,climbingdown,8
287,-0.6326678,8.774151,1.7130513,71.7705898003768,71.7705898003768,climbingdown,8
288,-1.0857705,8.346188,1.8782512,60.0384486793293,60.0384486793293,climbingdown,8
289,-0.47465047,8.260594,1.471237,70.1874801884762,70.1874801884762,climbingdown,8
290,0.30166942,8.312668,1.3796587,64.7281697718355,64.7281697718355,climbingdown,8
291,-0.0077811554,8.271967,1.6256629,70.5139379182758,70.5139379182758,climbingdown,8
292,-0.095169514,8.297705,1.7609353,70.9408584188683,70.9408584188683,climbingdown,8
293,-0.15682021,8.149862,2.3953989,72.810418665749,72.810418665749,climbingdown,8
294,-0.3597288,8.354567,2.456451,66.4019565934995,66.4019565934995,climbingdown,8
295,-0.44771573,8.668806,2.5558102,72.0553226497139,72.0553226497139,climbingdown,8
296,-0.49559975,8.849568,2.3289597,67.5706034611532,67.5706034611532,climbingdown,8
297,-0.52073884,8.702923,2.0458453,69.0923497120553,69.0923497120553,climbingdown,8
298,-0.42796355,8.671799,1.9596541,66.322011424937,66.322011424937,climbingdown,8
299,-0.30107087,8.896255,1.7495629,61.5780756398234,61.5780756398234,climbingdown,8
300,-0.16160862,9.09258,1.8112136,66.7675083788775,66.7675083788775,climbingdown,8
301,-0.39683893,9.025542,1.9979613,62.6319520376468,62.6319520376468,climbingdown,8
302,-0.40282443,8.628104,2.2732944,71.601758903139,71.601758903139,climbingdown,8
303,-0.25558102,8.291719,2.4121583,63.3466401969628,63.3466401969628,climbingdown,8
304,0.08798691,8.412027,2.618658,68.7251714677055,68.7251714677055,climbingdown,8
305,0.14544775,8.619126,2.802413,68.7604629094789,68.7604629094789,climbingdown,8
306,0.088585466,8.767567,2.806603,70.1053156467389,70.1053156467389,climbingdown,8
307,-0.047884032,8.385692,3.1376014,68.4768742947028,68.4768742947028,climbingdown,8
308,-0.25438392,7.8847046,3.6481647,69.6735644802043,69.6735644802043,climbingdown,8
309,-0.090979666,7.9768815,3.3530796,72.2722934229773,72.2722934229773,climbingdown,8
310,1.0749966,12.309788,1.7669208,66.9917127550164,66.9917127550164,climbingdown,8
311,4.1683054,14.302362,-3.7666779,70.3644881308284,70.3644881308284,climbingdown,8
312,4.3101616,19.608511,-2.2762873,64.0180606608695,64.0180606608695,climbingdown,8
313,0.8158242,13.335105,2.2379801,71.6983858849968,71.6983858849968,climbingdown,8
314,-0.9044097,4.2371383,1.5131354,69.9779769053771,69.9779769053771,climbingdown,8
315,1.2485762,5.040992,-2.0057425,61.4931518658124,61.4931518658124,climbingdown,8
316,2.3750482,6.6971807,-3.052607,69.7623250819938,69.7623250819938,climbingdown,8
317,1.6915035,6.839636,-2.9592333,71.1941549388708,71.1941549388708,climbingdown,8
318,2.3630772,8.270171,-4.220978,64.4943494957208,64.4943494957208,climbingdown,8
